"X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport","items_sold"
235,"2023-04-18","13:53:41","Northern","Gakenke","amashu","Cabbage","wholesaler","Gakenke,musanze","bicycle,walk","amashu"
236,"2023-04-18","13:56:22","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","bicycle,walk","ibigori"
237,"2023-04-18","13:56:22","Northern","Gakenke","amasaka","Sorghum","wholesaler","Rulindo","bicycle,walk","amasaka"
238,"2023-04-18","13:56:22","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Rulindo","bicycle,walk","ibishyimbo"
239,"2023-04-18","14:00:43","Northern","Gakenke","dodo","Amaranth Leaves","bulk_market","Gakenke","bicycle,walk","dodo"
240,"2023-04-18","14:00:43","Northern","Gakenke","amashu","Cabbage","bulk_market","Gakenke","bicycle,walk","amashu"
241,"2023-04-18","14:09:01","Northern","Gakenke","amashu","Cabbage","farm_group","Gakenke","bicycle,moto,walk","amashu"
242,"2023-04-18","14:11:42","Eastern","Nyagatare","amashu","Cabbage","neighbour_farm","Nyagatare","walk","amashu"
243,"2023-04-18","14:11:42","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk","imiteja"
244,"2023-04-18","14:11:42","Eastern","Nyagatare","soya","Soya Beans","wholesaler","Nyagatare","walk","soya"
245,"2023-04-18","14:16:04","Northern","Gakenke","urusenda","Chilli","farm_group","Gakenke","bicycle,walk","urusenda"
246,"2023-04-18","14:24:13","Northern","Gakenke","ibinyomoro","Tree Tomato","farm_group","Gakenke","bicycle,moto,walk","ibinyomoro"
247,"2023-04-18","14:24:13","Northern","Gakenke","amatunda","Passionfruit","wholesaler","Gakenke,ruhango","bicycle,moto,walk","amatunda"
248,"2023-04-18","14:27:46","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","walk","dodo"
249,"2023-04-18","14:28:42","Eastern","Nyagatare","ibirayi","Potato","wholesaler","Nyagatare,rubavu","walk","ibirayi"
251,"2023-04-18","14:35:01","Northern","Gakenke","ibinyomoro","Tree Tomato","farm_group","Gakenke,musanze","bicycle,moto,walk","ibinyomoro"
252,"2023-04-18","14:39:51","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","walk","dodo"
254,"2023-04-18","14:45:11","Northern","Gakenke","ibinyomoro","Tree Tomato","bulk_market","Gakenke","bicycle,moto,walk","ibinyomoro"
255,"2023-04-18","14:52:12","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","bicycle,walk","dodo"
256,"2023-04-18","14:56:34","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare,nyarungenge","walk","umuceri"
257,"2023-04-18","15:00:27","Northern","Gakenke","beterave","Beetroot","wholesaler","Musanze","walk","beterave"
258,"2023-04-18","15:16:32","Northern","Gakenke","amashaza","Green Peas","farm_group","Gakenke","walk","amashaza"
261,"2023-04-18","15:19:01","Northern","Gicumbi","ibihazaimyungu","Pumpkin","neighbour_farm","Nyagatare","walk","ibihazaimyungu"
262,"2023-04-18","15:29:31","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","moto,walk","karoti"
263,"2023-04-18","15:29:31","Northern","Gicumbi","amashu","Cabbage","bulk_market","Gicumbi","moto,walk","amashu"
264,"2023-04-18","15:29:31","Northern","Gicumbi","imiteja","Faba Beans","bulk_market","Gicumbi","moto,walk","imiteja"
265,"2023-04-18","15:34:04","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","walk","umuceri"
266,"2023-04-18","15:40:04","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","walk","umuceri"
268,"2023-04-18","15:44:29","Northern","Gicumbi","beterave","Beetroot","bulk_market","Gicumbi","walk","beterave"
269,"2023-04-18","15:44:29","Northern","Gicumbi","voka","Avocado","bulk_market","Gicumbi","walk","voka"
270,"2023-04-18","15:46:23","Northern","Gakenke","amashaza","Green Peas","farm_group","Gakenke","bicycle,walk","amashaza"
271,"2023-04-18","15:50:05","Northern","Gicumbi","soya","Soya Beans","bulk_market","Nyarungenge","walk","soya"
273,"2023-04-18","15:51:08","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Gakenke","bicycle,walk","ibishyimbo"
274,"2023-04-18","15:51:08","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","bicycle,walk","umuceri"
275,"2023-04-18","16:02:15","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","bicycle","ibigori"
276,"2023-04-18","16:02:15","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","bicycle","amasaka"
277,"2023-04-18","16:06:55","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","bicycle","ibijumbaby`umweru"
278,"2023-04-18","16:10:35","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Gakenke","bicycle,walk","ibishyimbo"
279,"2023-04-18","16:10:35","Northern","Gakenke","amasaka","Sorghum","farm_group","Gakenke","bicycle,moto,walk","amasaka"
280,"2023-04-18","16:13:53","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","walk","ibijumbaby`umweru"
281,"2023-04-18","16:19:07","Northern","Gakenke","ibigori","Maize","wholesaler","Gakenke","bicycle,walk","ibigori"
282,"2023-04-18","16:19:07","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","bicycle,walk","amasaka"
283,"2023-04-18","16:20:36","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","bicycle,walk","ibijumbaby`umweru"
284,"2023-04-18","16:25:13","Northern","Gakenke","imyumbati","Cassava Root","farm_group","Gakenke","walk","imyumbati"
285,"2023-04-18","16:28:50","Northern","Gicumbi","amafi","Fish","wholesaler","Nyarungenge","moto","amafi"
286,"2023-04-18","16:34:01","Northern","Gakenke","imyumbati","Cassava Root","farm_group","Gakenke","walk","imyumbati"
288,"2023-04-18","16:38:40","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Gakenke","bicycle,moto,walk","ubunyobwa"
289,"2023-04-18","16:40:52","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk","inyanya"
290,"2023-04-18","16:40:52","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk","sunflower"
291,"2023-04-18","16:44:00","Northern","Gakenke","uburo","Millet","wholesaler","Gakenke","bicycle,walk","uburo"
292,"2023-04-18","16:44:00","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Burera,other","bicycle,walk","ubunyobwa"
293,"2023-04-18","16:46:27","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk","sunflower"
294,"2023-04-18","16:50:16","Northern","Gicumbi","imyumbati","Cassava Root","wholesaler","Gicumbi","walk","imyumbati"
295,"2023-04-18","16:50:16","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Musanze","walk","ibitunguru"
296,"2023-04-18","16:50:16","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk","sunflower"
297,"2023-04-18","16:53:47","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","walk","amateke"
298,"2023-04-18","16:57:44","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Gakenke","walk","ubunyobwa"
299,"2023-04-18","16:58:34","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk","beterave"
300,"2023-04-18","16:58:34","Northern","Gicumbi","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Gicumbi","walk","ibijumbaby`umuhondo"
302,"2023-04-18","17:06:15","Northern","Gicumbi","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Gicumbi","bicycle","ibijumbaby`umuhondo"
303,"2023-04-18","17:06:15","Northern","Gicumbi","amateke","Taro","wholesaler","Gicumbi","bicycle","amateke"
305,"2023-04-18","17:10:56","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","walk","amateke"
306,"2023-04-18","17:11:36","Northern","Gicumbi","imyumbati","Cassava Root","wholesaler","Gicumbi","walk","imyumbati"
307,"2023-04-18","17:11:36","Northern","Gicumbi","amateke","Taro","wholesaler","Gicumbi","walk","amateke"
309,"2023-04-18","17:12:08","Northern","Gakenke","soya","Soya Beans","wholesaler","Gakenke","bicycle,walk","soya"
310,"2023-04-18","17:19:06","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk","amapera"
311,"2023-04-18","17:19:06","Northern","Gicumbi","ibihazaimyungu","Pumpkin","wholesaler","Gicumbi","walk","ibihazaimyungu"
312,"2023-04-18","17:19:06","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk","dodo"
313,"2023-04-18","17:26:26","Northern","Gakenke","soya","Soya Beans","wholesaler","Gakenke","bicycle,walk","soya"
315,"2023-04-18","17:26:48","Northern","Gicumbi","ibihazaimyungu","Pumpkin","own_farm","Gicumbi","walk","ibihazaimyungu"
316,"2023-04-18","17:29:40","Northern","Gicumbi","amapera","Guava","wholesaler","Gicumbi","walk","amapera"
317,"2023-04-18","17:29:40","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk","dodo"
318,"2023-04-18","17:29:40","Northern","Gicumbi","ibihazaimyungu","Pumpkin","wholesaler","Gicumbi","walk","ibihazaimyungu"
319,"2023-04-18","17:39:08","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","bulk_market","Gicumbi","walk","ibitoki(byoguteka)"
320,"2023-04-18","17:39:08","Northern","Gicumbi","amashu","Cabbage","bulk_market","Gicumbi","walk","amashu"
321,"2023-04-18","17:39:08","Northern","Gicumbi","amateke","Taro","bulk_market","Gatsibo,gicumbi","walk","amateke"
322,"2023-04-18","17:40:15","Northern","Gicumbi","ibihazaimyungu","Pumpkin","own_farm","Gicumbi","walk","ibihazaimyungu"
323,"2023-04-18","17:40:15","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk","amapera"
324,"2023-04-18","17:40:15","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk","dodo"
325,"2023-04-18","17:47:09","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk","beterave"
326,"2023-04-18","17:47:09","Northern","Gicumbi","ibisheke","Sugarcane","own_farm","Gicumbi","walk","ibisheke"
327,"2023-04-18","17:58:26","Northern","Gicumbi","imiteja","Faba Beans","bulk_market","Gicumbi","walk","imiteja"
328,"2023-04-18","17:58:26","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","walk","karoti"
329,"2023-04-18","17:58:26","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","bulk_market","Gicumbi","walk","ibitoki(byoguteka)"
330,"2023-04-18","18:04:12","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Musanze","walk","ibitunguru"
331,"2023-04-18","18:04:12","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk","ubunyobwa"
332,"2023-04-18","18:04:12","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk","umuceri"
333,"2023-04-18","18:04:55","Northern","Gicumbi","amatunda","Passionfruit","bulk_market","Gicumbi","walk","amatunda"
334,"2023-04-18","18:04:55","Northern","Gicumbi","ibinyomoro","Tree Tomato","bulk_market","Nyarungenge","walk","ibinyomoro"
336,"2023-04-18","18:10:34","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","walk","ibitunguru"
337,"2023-04-18","18:10:34","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk","karoti"
338,"2023-04-18","18:10:34","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk","ubunyobwa"
340,"2023-04-18","18:11:13","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","walk","karoti"
341,"2023-04-18","18:11:13","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","neighbour_farm","Gicumbi","walk","ibitoki(byoguteka)"
342,"2023-04-18","18:18:57","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk","ubunyobwa"
343,"2023-04-18","18:18:57","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk","umuceri"
344,"2023-04-18","18:18:57","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk","sunflower"
345,"2023-04-18","18:24:59","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk","amashu"
346,"2023-04-18","18:24:59","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk","karoti"
347,"2023-04-18","18:24:59","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk","ubunyobwa"
348,"2023-04-19","07:37:57","Eastern","Nyagatare","soya","Soya Beans","wholesaler","Nyagatare","walk","soya"
349,"2023-04-19","07:37:57","Eastern","Nyagatare","amashaza","Green Peas","bulk_market","Nyarungenge","walk","amashaza"
350,"2023-04-19","07:37:57","Eastern","Nyagatare","ibirayi","Potato","wholesaler","Nyagatare","walk","ibirayi"
351,"2023-04-19","07:53:33","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Nyagatare","walk","beterave"
352,"2023-04-19","07:53:33","Eastern","Nyagatare","biringanya","Aubergine","wholesaler","Nyagatare","walk","biringanya"
353,"2023-04-19","07:53:33","Eastern","Nyagatare","imyumbati","Cassava Root","neighbour_farm","Nyagatare","walk","imyumbati"
354,"2023-04-19","08:08:15","Eastern","Nyagatare","imyumbati","Cassava Root","neighbour_farm","Nyagatare","walk","imyumbati"
355,"2023-04-19","08:08:15","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","neighbour_farm","Nyagatare","walk","ibijumbaby`umuhondo"
356,"2023-04-19","08:08:15","Eastern","Nyagatare","amashu","Cabbage","neighbour_farm","Nyagatare","walk","amashu"
357,"2023-04-19","08:21:31","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk","imiteja"
359,"2023-04-19","08:21:31","Eastern","Nyagatare","urusenda","Chilli","wholesaler","Nyagatare","walk","urusenda"
360,"2023-04-19","08:31:06","Northern","Burera","urusenda","Chilli","wholesaler","Burera","car","urusenda"
362,"2023-04-19","08:31:06","Northern","Burera","inanasi","Pineapple","wholesaler","Rulindo","car","inanasi"
363,"2023-04-19","08:36:32","Eastern","Nyagatare","dodo","Amaranth Leaves","wholesaler","Nyagatare","walk","dodo"
364,"2023-04-19","08:36:32","Eastern","Nyagatare","amateke","Taro","wholesaler","Nyagatare","walk","amateke"
365,"2023-04-19","08:36:32","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Nyagatare","walk","ibijumbaby`umuhondo"
366,"2023-04-19","08:46:44","Eastern","Nyagatare","amateke","Taro","wholesaler","Nyagatare","moto,walk","amateke"
367,"2023-04-19","08:46:44","Eastern","Nyagatare","amashaza","Green Peas","wholesaler","Nyagatare","moto,walk","amashaza"
368,"2023-04-19","08:46:44","Eastern","Nyagatare","ibihazaimyungu","Pumpkin","wholesaler","Nyagatare","moto,walk","ibihazaimyungu"
369,"2023-04-19","08:57:10","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","bicycle,walk","umuceri"
370,"2023-04-19","08:57:10","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","bicycle,walk","ibitunguru"
371,"2023-04-19","08:57:10","Eastern","Nyagatare","biringanya","Aubergine","wholesaler","Nyagatare","bicycle,walk","biringanya"
373,"2023-04-19","09:24:55","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","bicycle,walk","umuceri"
374,"2023-04-19","09:24:55","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","bicycle,walk","ibitoki(by`imineke"
375,"2023-04-19","09:37:57","Northern","Burera","soya","Soya Beans","bulk_market","Burera","walk","soya"
376,"2023-04-19","09:37:57","Northern","Burera","ingano","Barley","bulk_market","Burera","walk","ingano"
377,"2023-04-19","09:37:57","Northern","Burera","ibigori","Maize","bulk_market","Burera","walk","ibigori"
378,"2023-04-19","09:39:27","Northern","Burera","soya","Soya Beans","wholesaler","Rulindo","walk","soya"
379,"2023-04-19","09:39:27","Northern","Burera","umuceri","Rice","wholesaler","Rulindo","walk","umuceri"
380,"2023-04-19","09:39:27","Northern","Burera","ubunyobwa","Ground Nuts","bulk_market","Gasabo","walk","ubunyobwa"
381,"2023-04-19","09:41:20","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk","ibitoki(by`imineke"
382,"2023-04-19","09:54:43","Eastern","Nyagatare","amatunda","Passionfruit","bulk_market","Nyarungenge","bicycle,moto,walk","amatunda"
383,"2023-04-19","09:54:43","Eastern","Nyagatare","ipapayi","Papaya","bulk_market","Nyagatare","bicycle,moto,walk","ipapayi"
385,"2023-04-19","10:04:35","Northern","Burera","soya","Soya Beans","wholesaler","Rulindo","walk","soya"
386,"2023-04-19","10:04:35","Northern","Burera","umuceri","Rice","wholesaler","Rulindo","walk","umuceri"
387,"2023-04-19","10:04:35","Northern","Burera","ubunyobwa","Ground Nuts","wholesaler","Rulindo","walk","ubunyobwa"
388,"2023-04-19","10:05:02","Eastern","Nyagatare","voka","Avocado","wholesaler","Nyagatare","walk","voka"
389,"2023-04-19","10:05:02","Eastern","Nyagatare","inanasi","Pineapple","wholesaler","Nyagatare","walk","inanasi"
390,"2023-04-19","10:05:02","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk","ibitoki(by`imineke"
391,"2023-04-19","10:05:29","Northern","Gicumbi","inyanya","Tomato","bulk_market","Gicumbi","walk","inyanya"
392,"2023-04-19","10:05:29","Northern","Gicumbi","biringanya","Aubergine","bulk_market","Gicumbi","walk","biringanya"
393,"2023-04-19","10:05:29","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","walk","karoti"
394,"2023-04-19","10:06:48","Northern","Burera","inyanya","Tomato","bulk_market","Burera,musanze","walk","inyanya"
395,"2023-04-19","10:06:48","Northern","Burera","biringanya","Aubergine","bulk_market","Burera","walk","biringanya"
396,"2023-04-19","10:06:48","Northern","Burera","karoti","Carrot","bulk_market","Burera","walk","karoti"
397,"2023-04-19","10:15:25","Eastern","Nyagatare","biringanya","Aubergine","wholesaler","Nyagatare","moto,walk","biringanya"
398,"2023-04-19","10:22:48","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk","inyanya"
399,"2023-04-19","10:22:48","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk","karoti"
400,"2023-04-19","10:22:48","Northern","Gicumbi","biringanya","Aubergine","wholesaler","Gicumbi","walk","biringanya"
401,"2023-04-19","10:24:17","Northern","Burera","voka","Avocado","bulk_market","Burera","bicycle,moto,walk","voka"
402,"2023-04-19","10:24:17","Northern","Burera","ibinyomoro","Tree Tomato","bulk_market","Musanze","bicycle,moto,walk","ibinyomoro"
403,"2023-04-19","10:24:17","Northern","Burera","amatunda","Passionfruit","farm_group","Burera","bicycle,moto,walk","amatunda"
404,"2023-04-19","10:29:59","Eastern","Nyagatare","voka","Avocado","neighbour_farm","Nyagatare","walk","voka"
405,"2023-04-19","10:29:59","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk","imiteja"
406,"2023-04-19","10:29:59","Eastern","Nyagatare","amafi","Fish","wholesaler","Nyagatare","walk","amafi"
407,"2023-04-19","10:30:45","Northern","Burera","biringanya","Aubergine","bulk_market","Burera","walk","biringanya"
408,"2023-04-19","10:30:45","Northern","Burera","karoti","Carrot","bulk_market","Burera","walk","karoti"
409,"2023-04-19","10:30:45","Northern","Burera","inyanya","Tomato","bulk_market","Burera","walk","inyanya"
410,"2023-04-19","10:33:00","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk","amashu"
411,"2023-04-19","10:42:49","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk","amashu"
412,"2023-04-19","10:44:56","Eastern","Nyagatare","amashu","Cabbage","wholesaler","Nyagatare","walk","amashu"
414,"2023-04-19","10:44:56","Eastern","Nyagatare","amafi","Fish","wholesaler","Nyagatare","walk","amafi"
415,"2023-04-19","10:48:04","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk","amashu"
416,"2023-04-19","10:55:00","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk","ibitoki(by`imineke"
417,"2023-04-19","10:56:02","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk","inyanya"
