"","X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport"
"230",246,"2023-04-18","14:24:13","Northern","Gakenke","ibinyomoro","Tree Tomato","farm_group","Gakenke","bicycle,moto,walk"
"231",247,"2023-04-18","14:24:13","Northern","Gakenke","amatunda","Passionfruit","wholesaler","Gakenke,ruhango","bicycle,moto,walk"
"232",248,"2023-04-18","14:27:46","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","walk"
"233",249,"2023-04-18","14:28:42","Eastern","Nyagatare","ibirayi","Potato","wholesaler","Nyagatare,rubavu","walk"
"234",251,"2023-04-18","14:35:01","Northern","Gakenke","ibinyomoro","Tree Tomato","farm_group","Gakenke,musanze","bicycle,moto,walk"
"235",252,"2023-04-18","14:39:51","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","walk"
"236",254,"2023-04-18","14:45:11","Northern","Gakenke","ibinyomoro","Tree Tomato","bulk_market","Gakenke","bicycle,moto,walk"
"237",255,"2023-04-18","14:52:12","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","bicycle,walk"
"238",256,"2023-04-18","14:56:34","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare,nyarungenge","walk"
"239",257,"2023-04-18","15:00:27","Northern","Gakenke","beterave","Beetroot","wholesaler","Musanze","walk"
"240",258,"2023-04-18","15:16:32","Northern","Gakenke","amashaza","Green Peas","farm_group","Gakenke","walk"
"241",261,"2023-04-18","15:19:01","Northern","Gicumbi","ibihazaimyungu","Pumpkin","neighbour_farm","Nyagatare","walk"
"242",262,"2023-04-18","15:29:31","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","moto,walk"
"243",263,"2023-04-18","15:29:31","Northern","Gicumbi","amashu","Cabbage","bulk_market","Gicumbi","moto,walk"
"244",264,"2023-04-18","15:29:31","Northern","Gicumbi","imiteja","Faba Beans","bulk_market","Gicumbi","moto,walk"
"245",265,"2023-04-18","15:34:04","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","walk"
"246",266,"2023-04-18","15:40:04","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","walk"
"247",268,"2023-04-18","15:44:29","Northern","Gicumbi","beterave","Beetroot","bulk_market","Gicumbi","walk"
"248",269,"2023-04-18","15:44:29","Northern","Gicumbi","voka","Avocado","bulk_market","Gicumbi","walk"
"249",270,"2023-04-18","15:46:23","Northern","Gakenke","amashaza","Green Peas","farm_group","Gakenke","bicycle,walk"
"250",271,"2023-04-18","15:50:05","Northern","Gicumbi","soya","Soya Beans","bulk_market","Nyarungenge","walk"
"251",273,"2023-04-18","15:51:08","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Gakenke","bicycle,walk"
"252",274,"2023-04-18","15:51:08","Northern","Gakenke","umuceri","Rice","wholesaler","Gakenke","bicycle,walk"
"253",275,"2023-04-18","16:02:15","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","bicycle"
"254",276,"2023-04-18","16:02:15","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","bicycle"
"255",277,"2023-04-18","16:06:55","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","bicycle"
"256",278,"2023-04-18","16:10:35","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Gakenke","bicycle,walk"
"257",279,"2023-04-18","16:10:35","Northern","Gakenke","amasaka","Sorghum","farm_group","Gakenke","bicycle,moto,walk"
"258",280,"2023-04-18","16:13:53","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","walk"
"259",281,"2023-04-18","16:19:07","Northern","Gakenke","ibigori","Maize","wholesaler","Gakenke","bicycle,walk"
"260",282,"2023-04-18","16:19:07","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","bicycle,walk"
"261",283,"2023-04-18","16:20:36","Northern","Gakenke","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Gakenke","bicycle,walk"
"262",284,"2023-04-18","16:25:13","Northern","Gakenke","imyumbati","Cassava Root","farm_group","Gakenke","walk"
"263",285,"2023-04-18","16:28:50","Northern","Gicumbi","amafi","Fish","wholesaler","Nyarungenge","moto"
"264",286,"2023-04-18","16:34:01","Northern","Gakenke","imyumbati","Cassava Root","farm_group","Gakenke","walk"
"265",288,"2023-04-18","16:38:40","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Gakenke","bicycle,moto,walk"
"266",289,"2023-04-18","16:40:52","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk"
"267",290,"2023-04-18","16:40:52","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk"
"268",291,"2023-04-18","16:44:00","Northern","Gakenke","uburo","Millet","wholesaler","Gakenke","bicycle,walk"
"269",292,"2023-04-18","16:44:00","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Burera,other","bicycle,walk"
"270",293,"2023-04-18","16:46:27","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk"
"271",294,"2023-04-18","16:50:16","Northern","Gicumbi","imyumbati","Cassava Root","wholesaler","Gicumbi","walk"
"272",295,"2023-04-18","16:50:16","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Musanze","walk"
"273",296,"2023-04-18","16:50:16","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk"
"274",297,"2023-04-18","16:53:47","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","walk"
"275",298,"2023-04-18","16:57:44","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Gakenke","walk"
"276",299,"2023-04-18","16:58:34","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk"
"277",300,"2023-04-18","16:58:34","Northern","Gicumbi","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Gicumbi","walk"
"278",302,"2023-04-18","17:06:15","Northern","Gicumbi","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Gicumbi","bicycle"
"279",303,"2023-04-18","17:06:15","Northern","Gicumbi","amateke","Taro","wholesaler","Gicumbi","bicycle"
"280",305,"2023-04-18","17:10:56","Northern","Gakenke","amateke","Taro","farm_group","Gakenke","walk"
"281",306,"2023-04-18","17:11:36","Northern","Gicumbi","imyumbati","Cassava Root","wholesaler","Gicumbi","walk"
"282",307,"2023-04-18","17:11:36","Northern","Gicumbi","amateke","Taro","wholesaler","Gicumbi","walk"
"283",309,"2023-04-18","17:12:08","Northern","Gakenke","soya","Soya Beans","wholesaler","Gakenke","bicycle,walk"
"284",310,"2023-04-18","17:19:06","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk"
"285",311,"2023-04-18","17:19:06","Northern","Gicumbi","ibihazaimyungu","Pumpkin","wholesaler","Gicumbi","walk"
"286",312,"2023-04-18","17:19:06","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk"
"287",313,"2023-04-18","17:26:26","Northern","Gakenke","soya","Soya Beans","wholesaler","Gakenke","bicycle,walk"
"288",315,"2023-04-18","17:26:48","Northern","Gicumbi","ibihazaimyungu","Pumpkin","own_farm","Gicumbi","walk"
"289",316,"2023-04-18","17:29:40","Northern","Gicumbi","amapera","Guava","wholesaler","Gicumbi","walk"
"290",317,"2023-04-18","17:29:40","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk"
"291",318,"2023-04-18","17:29:40","Northern","Gicumbi","ibihazaimyungu","Pumpkin","wholesaler","Gicumbi","walk"
"292",319,"2023-04-18","17:39:08","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","bulk_market","Gicumbi","walk"
"293",320,"2023-04-18","17:39:08","Northern","Gicumbi","amashu","Cabbage","bulk_market","Gicumbi","walk"
"294",321,"2023-04-18","17:39:08","Northern","Gicumbi","amateke","Taro","bulk_market","Gatsibo,gicumbi","walk"
"295",322,"2023-04-18","17:40:15","Northern","Gicumbi","ibihazaimyungu","Pumpkin","own_farm","Gicumbi","walk"
"296",323,"2023-04-18","17:40:15","Northern","Gicumbi","amapera","Guava","own_farm","Gicumbi","walk"
"297",324,"2023-04-18","17:40:15","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk"
"298",325,"2023-04-18","17:47:09","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk"
"299",326,"2023-04-18","17:47:09","Northern","Gicumbi","ibisheke","Sugarcane","own_farm","Gicumbi","walk"
"300",327,"2023-04-18","17:58:26","Northern","Gicumbi","imiteja","Faba Beans","bulk_market","Gicumbi","walk"
"301",328,"2023-04-18","17:58:26","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","walk"
"302",329,"2023-04-18","17:58:26","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","bulk_market","Gicumbi","walk"
"303",330,"2023-04-18","18:04:12","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Musanze","walk"
"304",331,"2023-04-18","18:04:12","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"305",332,"2023-04-18","18:04:12","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk"
"306",333,"2023-04-18","18:04:55","Northern","Gicumbi","amatunda","Passionfruit","bulk_market","Gicumbi","walk"
"307",334,"2023-04-18","18:04:55","Northern","Gicumbi","ibinyomoro","Tree Tomato","bulk_market","Nyarungenge","walk"
"308",336,"2023-04-18","18:10:34","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","walk"
"309",337,"2023-04-18","18:10:34","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk"
"310",338,"2023-04-18","18:10:34","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"311",340,"2023-04-18","18:11:13","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","walk"
"312",341,"2023-04-18","18:11:13","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","neighbour_farm","Gicumbi","walk"
"313",342,"2023-04-18","18:18:57","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"314",343,"2023-04-18","18:18:57","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk"
"315",344,"2023-04-18","18:18:57","Northern","Gicumbi","sunflower","Sunflower","wholesaler","Gicumbi","walk"
"316",345,"2023-04-18","18:24:59","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk"
"317",346,"2023-04-18","18:24:59","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk"
"318",347,"2023-04-18","18:24:59","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"319",348,"2023-04-19","07:37:57","Eastern","Nyagatare","soya","Soya Beans","wholesaler","Nyagatare","walk"
"320",349,"2023-04-19","07:37:57","Eastern","Nyagatare","amashaza","Green Peas","bulk_market","Nyarungenge","walk"
"321",350,"2023-04-19","07:37:57","Eastern","Nyagatare","ibirayi","Potato","wholesaler","Nyagatare","walk"
"322",351,"2023-04-19","07:53:33","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Nyagatare","walk"
"323",352,"2023-04-19","07:53:33","Eastern","Nyagatare","biringanya","Aubergine","wholesaler","Nyagatare","walk"
"324",353,"2023-04-19","07:53:33","Eastern","Nyagatare","imyumbati","Cassava Root","neighbour_farm","Nyagatare","walk"
"325",354,"2023-04-19","08:08:15","Eastern","Nyagatare","imyumbati","Cassava Root","neighbour_farm","Nyagatare","walk"
"326",355,"2023-04-19","08:08:15","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","neighbour_farm","Nyagatare","walk"
"327",356,"2023-04-19","08:08:15","Eastern","Nyagatare","amashu","Cabbage","neighbour_farm","Nyagatare","walk"
"328",357,"2023-04-19","08:21:31","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk"
"329",359,"2023-04-19","08:21:31","Eastern","Nyagatare","urusenda","Chilli","wholesaler","Nyagatare","walk"
"330",360,"2023-04-19","08:31:06","Northern","Burera","urusenda","Chilli","wholesaler","Burera","car"
"331",362,"2023-04-19","08:31:06","Northern","Burera","inanasi","Pineapple","wholesaler","Rulindo","car"
"332",363,"2023-04-19","08:36:32","Eastern","Nyagatare","dodo","Amaranth Leaves","wholesaler","Nyagatare","walk"
"333",364,"2023-04-19","08:36:32","Eastern","Nyagatare","amateke","Taro","wholesaler","Nyagatare","walk"
"334",365,"2023-04-19","08:36:32","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Nyagatare","walk"
"335",366,"2023-04-19","08:46:44","Eastern","Nyagatare","amateke","Taro","wholesaler","Nyagatare","moto,walk"
"336",367,"2023-04-19","08:46:44","Eastern","Nyagatare","amashaza","Green Peas","wholesaler","Nyagatare","moto,walk"
"337",368,"2023-04-19","08:46:44","Eastern","Nyagatare","ibihazaimyungu","Pumpkin","wholesaler","Nyagatare","moto,walk"
"338",369,"2023-04-19","08:57:10","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","bicycle,walk"
"339",370,"2023-04-19","08:57:10","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","bicycle,walk"
"340",371,"2023-04-19","08:57:10","Eastern","Nyagatare","biringanya","Aubergine","wholesaler","Nyagatare","bicycle,walk"
"341",373,"2023-04-19","09:24:55","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","bicycle,walk"
"342",374,"2023-04-19","09:24:55","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","bicycle,walk"
"343",375,"2023-04-19","09:37:57","Northern","Burera","soya","Soya Beans","bulk_market","Burera","walk"
"344",376,"2023-04-19","09:37:57","Northern","Burera","ingano","Barley","bulk_market","Burera","walk"
"345",377,"2023-04-19","09:37:57","Northern","Burera","ibigori","Maize","bulk_market","Burera","walk"
"346",378,"2023-04-19","09:39:27","Northern","Burera","soya","Soya Beans","wholesaler","Rulindo","walk"
"347",379,"2023-04-19","09:39:27","Northern","Burera","umuceri","Rice","wholesaler","Rulindo","walk"
"348",380,"2023-04-19","09:39:27","Northern","Burera","ubunyobwa","Ground Nuts","bulk_market","Gasabo","walk"
"349",381,"2023-04-19","09:41:20","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk"
"350",382,"2023-04-19","09:54:43","Eastern","Nyagatare","amatunda","Passionfruit","bulk_market","Nyarungenge","bicycle,moto,walk"
"351",383,"2023-04-19","09:54:43","Eastern","Nyagatare","ipapayi","Papaya","bulk_market","Nyagatare","bicycle,moto,walk"
"352",385,"2023-04-19","10:04:35","Northern","Burera","soya","Soya Beans","wholesaler","Rulindo","walk"
"353",386,"2023-04-19","10:04:35","Northern","Burera","umuceri","Rice","wholesaler","Rulindo","walk"
"354",387,"2023-04-19","10:04:35","Northern","Burera","ubunyobwa","Ground Nuts","wholesaler","Rulindo","walk"
"355",388,"2023-04-19","10:05:02","Eastern","Nyagatare","voka","Avocado","wholesaler","Nyagatare","walk"
"356",389,"2023-04-19","10:05:02","Eastern","Nyagatare","inanasi","Pineapple","wholesaler","Nyagatare","walk"
"357",390,"2023-04-19","10:05:02","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk"
"358",391,"2023-04-19","10:05:29","Northern","Gicumbi","inyanya","Tomato","bulk_market","Gicumbi","walk"
"359",392,"2023-04-19","10:05:29","Northern","Gicumbi","biringanya","Aubergine","bulk_market","Gicumbi","walk"
"360",393,"2023-04-19","10:05:29","Northern","Gicumbi","karoti","Carrot","bulk_market","Gicumbi","walk"
"361",394,"2023-04-19","10:06:48","Northern","Burera","inyanya","Tomato","bulk_market","Burera,musanze","walk"
"362",395,"2023-04-19","10:06:48","Northern","Burera","biringanya","Aubergine","bulk_market","Burera","walk"
"363",396,"2023-04-19","10:06:48","Northern","Burera","karoti","Carrot","bulk_market","Burera","walk"
"364",397,"2023-04-19","10:15:25","Eastern","Nyagatare","biringanya","Aubergine","wholesaler","Nyagatare","moto,walk"
"365",398,"2023-04-19","10:22:48","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk"
"366",399,"2023-04-19","10:22:48","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk"
"367",400,"2023-04-19","10:22:48","Northern","Gicumbi","biringanya","Aubergine","wholesaler","Gicumbi","walk"
"368",401,"2023-04-19","10:24:17","Northern","Burera","voka","Avocado","bulk_market","Burera","bicycle,moto,walk"
"369",402,"2023-04-19","10:24:17","Northern","Burera","ibinyomoro","Tree Tomato","bulk_market","Musanze","bicycle,moto,walk"
"370",403,"2023-04-19","10:24:17","Northern","Burera","amatunda","Passionfruit","farm_group","Burera","bicycle,moto,walk"
"371",404,"2023-04-19","10:29:59","Eastern","Nyagatare","voka","Avocado","neighbour_farm","Nyagatare","walk"
"372",405,"2023-04-19","10:29:59","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk"
"373",406,"2023-04-19","10:29:59","Eastern","Nyagatare","amafi","Fish","wholesaler","Nyagatare","walk"
"374",407,"2023-04-19","10:30:45","Northern","Burera","biringanya","Aubergine","bulk_market","Burera","walk"
"375",408,"2023-04-19","10:30:45","Northern","Burera","karoti","Carrot","bulk_market","Burera","walk"
"376",409,"2023-04-19","10:30:45","Northern","Burera","inyanya","Tomato","bulk_market","Burera","walk"
"377",410,"2023-04-19","10:33:00","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk"
"378",411,"2023-04-19","10:42:49","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk"
"379",412,"2023-04-19","10:44:56","Eastern","Nyagatare","amashu","Cabbage","wholesaler","Nyagatare","walk"
"380",414,"2023-04-19","10:44:56","Eastern","Nyagatare","amafi","Fish","wholesaler","Nyagatare","walk"
"381",415,"2023-04-19","10:48:04","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk"
"382",416,"2023-04-19","10:55:00","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk"
"383",417,"2023-04-19","10:56:02","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk"
"384",418,"2023-04-19","10:56:02","Northern","Gicumbi","biringanya","Aubergine","wholesaler","Gicumbi","walk"
"385",419,"2023-04-19","10:56:02","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","walk"
"386",420,"2023-04-19","11:06:08","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyagatare","walk"
"387",421,"2023-04-19","11:06:08","Eastern","Nyagatare","ibirayi","Potato","wholesaler","Nyagatare","walk"
"388",422,"2023-04-19","11:06:08","Eastern","Nyagatare","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyagatare","walk"
"389",423,"2023-04-19","11:12:10","Northern","Gicumbi","ibitunguru","Onion","neighbour_farm","Gicumbi","walk"
"390",424,"2023-04-19","11:12:10","Northern","Gicumbi","urusenda","Chilli","own_farm","Gicumbi","walk"
"391",425,"2023-04-19","11:12:10","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk"
"392",426,"2023-04-19","11:22:15","Northern","Burera","amatunda","Passionfruit","own_farm","Burera","bicycle,moto,truck,walk"
"393",427,"2023-04-19","11:22:15","Northern","Burera","voka","Avocado","farm_group","Burera","bicycle,moto,truck,walk"
"394",428,"2023-04-19","11:22:15","Northern","Burera","ibitoki(by`imineke","Banana Beer","wholesaler","Burera,gakenke","bicycle,moto,truck,walk"
"395",429,"2023-04-19","11:23:17","Northern","Gakenke","biringanya","Aubergine","wholesaler","Gakenke,ruhango","walk"
"396",430,"2023-04-19","11:23:17","Northern","Gakenke","ibitunguru","Onion","wholesaler","Gakenke","walk"
"397",431,"2023-04-19","11:23:17","Northern","Gakenke","karoti","Carrot","wholesaler","Gakenke","walk"
"398",432,"2023-04-19","11:23:35","Northern","Gakenke","ibirayi","Potato","farm_group","Gakenke","bicycle,walk"
"399",433,"2023-04-19","11:28:16","Northern","Gicumbi","dodo","Amaranth Leaves","own_farm","Gicumbi","walk"
"400",434,"2023-04-19","11:28:16","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk"
"401",435,"2023-04-19","11:28:16","Northern","Gicumbi","urusenda","Chilli","wholesaler","Gicumbi","walk"
"402",436,"2023-04-19","11:31:34","Northern","Burera","inyanya","Tomato","bulk_market","Burera","walk"
